0	1602
0	2423
1	773
1	8
1	3853
1	2831
1	400
1	403
1	2711
1	1697
1	1570
1	426
1	1325
1	1454
1	1200
1	178
1	2877
1	3135
1	1476
1	2891
1	3277
1	3405
1	3281
1	2899
1	3930
1	3791
1	3552
1	1381
1	3942
1	1264
1	1523
1	502
1	3322
1	3324
1	1535
2	613
3	2953
3	1667
3	2707
3	2762
3	137
3	2452
3	2123
3	1164
3	2349
3	3549
3	48
3	3090
3	211
3	20
3	2937
3	1369
3	2013
4	2816
4	525
4	1810
4	2713
4	3354
4	2973
4	1392
4	803
4	1447
4	1835
4	2094
4	1459
4	3764
4	2111
4	3392
4	4037
4	1739
4	3409
4	2386
4	2387
4	2910
4	2544
4	881
4	1395
4	1015
4	2427
4	508
4	2046
5	2013
6	2910
6	2542
7	1536
7	517
7	3591
7	10
7	1548
7	2574
7	1039
7	19
7	3649
7	3721
7	540
7	34
7	548
7	549
7	2140
7	42
7	3933
7	2608
7	3123
7	53
7	2105
7	1083
7	1034
7	65
7	67
7	1097
7	2636
7	3662
7	79
7	3154
7	1109
7	3492
7	92
7	1118
7	2670
7	1647
7	2067
7	2165
7	2678
7	3192
7	3193
7	2682
7	2495
7	1663
7	2688
7	130
7	2694
7	1159
7	648
7	3209
7	3212
7	1168
7	1681
7	147
7	3182
7	3734
7	2159
7	2443
7	2207
7	162
7	1307
7	164
7	166
7	2220
7	689
7	1715
7	2742
7	705
7	1221
7	1222
7	2250
7	3275
7	718
7	2257
7	2258
7	3790
7	3798
7	2267
7	1246
7	735
7	736
7	1762
7	3300
7	3303
7	232
7	1257
7	1259
7	3822
7	1266
7	755
7	1268
7	2942
7	1271
7	3320
7	249
7	1275
7	1281
7	1836
7	1292
7	2317
7	270
7	2322
7	1811
7	788
7	1301
7	791
7	796
7	2335
7	3872
7	1827
7	2341
7	1324
7	2864
7	3635
7	2356
7	2270
7	823
7	824
7	313
7	3387
7	2954
7	318
7	3904
7	1857
7	2370
7	1931
7	836
7	1355
7	2895
7	3920
7	2385
7	1365
7	3929
7	3596
7	3421
7	3935
7	2402
7	868
7	3558
7	2621
7	2280
7	2934
7	1918
7	3455
7	385
7	386
7	899
7	391
7	1418
7	1419
7	2961
7	1944
7	2969
7	1434
7	926
7	1955
7	1444
7	1445
7	2982
7	2716
7	939
7	1453
7	1966
7	1969
7	947
7	3733
7	2997
7	1463
7	1981
7	959
7	1867
7	3660
7	1482
7	1483
7	3550
7	3541
7	2006
7	1785
7	1497
7	2522
7	3035
7	2012
7	478
7	2527
7	3553
7	3555
7	3556
7	3494
7	2113
7	2535
7	1516
7	3054
7	1007
7	1520
7	497
7	3341
7	3573
7	3063
7	2552
7	509
7	2881
7	1877
8	1
8	3074
8	773
8	1800
8	400
8	1041
8	1941
8	2711
8	3869
8	1570
8	1061
8	3368
8	426
8	1835
8	2866
8	1200
8	178
8	691
8	1974
8	1080
8	1464
8	826
8	2363
8	2108
8	317
8	3791
8	1600
8	3988
8	2875
8	2891
8	2082
8	3277
8	2640
8	721
8	2899
8	598
8	2705
8	3930
8	2011
8	348
8	2832
8	2531
8	3511
8	2616
8	3345
8	3767
8	2877
8	1264
8	1523
8	758
8	248
8	3449
8	3324
8	3838
8	1535
9	1665
9	1543
9	138
9	1425
9	28
9	1821
9	158
9	3696
9	421
9	171
9	688
9	3912
9	2718
9	310
9	2625
9	966
9	1096
9	2516
9	2910
9	2914
9	2662
9	2833
9	2537
9	2545
9	754
9	3572
9	1142
9	120
9	1018
9	1147
9	893
10	1536
10	7
10	1548
10	1039
10	19
10	3649
10	34
10	548
10	2140
10	42
10	3591
10	3933
10	3123
10	53
10	3127
10	2105
10	1083
10	2113
10	1097
10	2636
10	3662
10	79
10	1109
10	92
10	1118
10	2670
10	1647
10	2067
10	2165
10	3192
10	3193
10	2682
10	2495
10	1663
10	2688
10	130
10	3717
10	2694
10	1159
10	648
10	3721
10	651
10	1168
10	1681
10	3182
10	2159
10	2716
10	2207
10	162
10	164
10	166
10	689
10	2742
10	3255
10	705
10	1221
10	1222
10	2250
10	3275
10	2258
10	3363
10	221
10	1246
10	735
10	736
10	1762
10	3300
10	3814
10	3303
10	1257
10	1259
10	237
10	3822
10	1266
10	755
10	1268
10	2942
10	1271
10	3320
10	1785
10	1281
10	1292
10	3341
10	270
10	2322
10	1811
10	788
10	1301
10	1307
10	796
10	2335
10	1827
10	1324
10	2864
10	2356
10	823
10	824
10	313
10	3387
10	2954
10	318
10	3904
10	1857
10	1931
10	1867
10	2895
10	3920
10	2385
10	1877
10	3929
10	3421
10	3935
10	2402
10	868
10	1382
10	2934
10	1918
10	3455
10	385
10	386
10	2881
10	1418
10	3269
10	2961
10	1944
10	2969
10	1434
10	926
10	1955
10	3492
10	1445
10	2982
10	939
10	1453
10	1969
10	947
10	3733
10	2997
10	1463
10	959
10	3660
10	1482
10	1483
10	3541
10	2006
10	249
10	2522
10	3035
10	2012
10	3596
10	3553
10	3555
10	3494
10	2535
10	3054
10	1007
